sl,aspect,ecen,foam,narrow,pa,pd,plb,rec,target
66,0.902511511,1.51557898,1.000000988,2.168284769,6.957186137,0.178563431,0.165372327,0.430665732,abies_nordmanniana
67,0.222033258,2.175752294,1.003184432,4.283555145,798.0059079,36.25169064,0.000831066,0.975039093,abies_nordmanniana
68,0.844317054,1.548392107,1.01476274,2.343492244,108.240473,47.79898953,0.01099467,0.535843926,abies_nordmanniana
69,0.800449732,1.346199467,1.000000753,2.153109656,10.49284346,0.148642938,0.154767637,0.599399889,abies_nordmanniana
70,0.352348363,1.190737358,1.00000073,2.305109758,17.0628196,0.152474797,0.129649251,0.935868918,abies_nordmanniana
71,0.979293824,1.825303634,1.000018091,2.194785849,16.46545205,16.16176041,0.032056865,0.202444083,abies_nordmanniana
72,0.788345931,1.346647195,1.000619225,2.173801874,8.711113728,0.156333333,0.187489706,0.615232227,abies_nordmanniana
73,0.80499031,1.365984867,1.000000539,2.176406068,7.544828358,0.067761297,0.208509326,0.593287958,abies_nordmanniana
74,0.476580882,1.2785623,1.000638321,2.401052935,1932.211905,41.12907151,0.000989989,0.879130629,abies_nordmanniana
75,0.51214752,1.249591454,1.000009025,2.322841468,3.810381643,0.466488257,0.524705386,0.858897501,abies_nordmanniana
76,0.230883169,1.783948004,1.027302154,3.426154963,2.00073237,0.039266544,0.493054371,0.972981481,acer_campestre
77,0.497100648,1.951604482,1.054561262,3.45641163,1.957557184,0.019928417,0.419031504,0.867692887,acer_campestre
78,0.273861279,2.287744718,1.064368206,4.216611421,10.99164804,8.109935965,0.054561556,0.961769203,acer_campestre
79,0.681987348,4.046293792,1.007456829,6.953754331,380.9435868,9.095573781,0.000491327,0.731363971,acer_campestre
80,0.28257255,1.772186934,1.000005033,3.472132561,2.022016373,0.027889537,0.49424009,0.95924593,acer_campestre
81,0.633519361,3.690320478,1.011715303,6.469824516,424.7588986,8.952084647,0.00053399,0.773726838,acer_campestre
82,0.550369075,3.669121044,1.006960611,6.686010306,440.9264289,10.03940479,0.000524699,0.834921482,acer_campestre
83,0.164398987,1.45300783,1.010180035,2.857159935,1.780320741,0.856407247,0.835362761,0.986393924,acer_campestre
84,0.545804288,1.972809098,1.004574832,3.609338762,1.843701047,0.018397029,0.434188212,0.837912692,acer_campestre
85,0.459477823,4.059020335,1.070830511,7.157247062,477.9090581,9.892028558,0.00039739,0.888189242,acer_campestre
86,0.148396525,2.617607348,1.015314867,5.127702314,552.8590663,11.60572252,0.000828882,0.98892794,acer_campestre
87,0.459141384,1.302568552,1.000014757,2.459686233,2.883284096,0.586944622,0.639617781,0.888363208,acer_campestre
88,0.516380998,1.762734438,1.003460919,3.26098187,2.002152695,0.019503847,0.5017075,0.856358958,acer_campestre
89,0.629172809,2.000019918,1.005354792,3.53563371,1.752523852,0.021332149,0.440881451,0.777265447,acer_campestre
90,0.603561028,5.054180559,1.042153734,8.716529385,364.8133258,9.839272133,0.000332659,0.797316804,acer_campestre
91,0.587364708,2.888472044,1.006028923,5.194857688,411.6617311,7.973846598,0.000904071,0.80932237,acer_campestre
92,0.598740817,2.648749767,1.08799458,4.384439976,28.29998037,23.1519479,0.015621521,0.800942841,acer_campestre
93,0.491481489,2.142416839,1.075509731,3.726811469,1.729916862,0.02041208,0.39357109,0.870888021,acer_campestre
94,0.387952854,3.858319125,1.045858137,7.08934742,406.518057,8.389468525,0.000518002,0.921679219,acer_campestre
95,0.572793846,1.856376813,1.002391245,3.36998942,2.056339846,0.021375607,0.438750672,0.819699463,acer_campestre
96,0.421794392,1.882535603,1.027582887,3.493065807,1.769800944,0.018978822,0.499433309,0.906691508,acer_campestre
97,0.502352954,1.30069394,1.010567244,2.399994095,3.942117918,0.537001341,0.468334284,0.864662656,acer_campestre
98,0.394187013,1.895740186,1.031703281,3.52619094,1.784627911,0.018920454,0.488709173,0.919030249,acer_campestre
99,0.48507125,2.521173008,1.068024727,4.424874003,29.73213749,19.48528117,0.016540411,0.874474632,acer_campestre
100,0.557086015,1.182560463,1.000018582,2.164583252,48.16637832,11.65685415,0.046216486,0.830454799,acer_campestre
101,0.685994341,1.355708407,1.00003423,2.342050997,12.36931688,6.828427076,0.134684709,0.727606875,acer_campestre
102,0.614651539,1.878422143,1.008854778,3.330627236,1.932252087,0.023549732,0.454132627,0.788798761,acer_campestre
103,0.505611315,3.831073024,1.042050783,6.848394521,357.9591538,8.151461536,0.000594417,0.86276138,acer_campestre
104,0.445099099,1.394463738,1.000019483,2.64312847,2.086176259,0.59809238,0.771687923,0.895481319,acer_campestre
105,0.595807314,1.661786033,1.008236793,2.97193276,1.462680384,0.01788761,0.768106802,0.803127415,acer_campestre
106,0.597271331,1.889985661,1.011244758,3.367956487,1.954181232,0.020329214,0.444400882,0.802039249,acer_campestre
107,0.537777698,1.895173228,1.047634181,3.334149071,1.593753557,0.017272122,0.544567042,0.843086678,acer_campestre
108,0.858950173,3.605370626,1.000206671,5.450407293,388.979892,10.43069275,0.000556346,0.512059176,acer_ginnala
109,0.694838368,1.860968775,1.000390836,3.198064205,2.195289207,0.024025209,0.401988139,0.719165935,acer_ginnala
110,0.599725922,4.06861173,1.000135787,7.323342742,426.8452491,9.276987398,0.000438919,0.800205486,acer_ginnala
111,0.612372436,1.463959021,1.000025034,2.621254627,1.686548085,0.699018733,0.85682229,0.790569415,acer_ginnala
112,0.433012702,1.423753083,1.030801415,2.626215611,1.92296068,0.721895138,0.803378399,0.901387819,acer_ginnala
113,0.752959032,1.79849612,1.000000679,2.982025752,2.106613206,0.028660644,0.441216598,0.658067395,acer_ginnala
114,0.604364432,3.767495644,1.00372768,6.743950263,388.776102,8.352499051,0.000561731,0.796707997,acer_ginnala
115,0.80204347,1.761847658,1.000590332,2.812478473,1.850169703,0.025216756,0.511981895,0.597265663,acer_ginnala
116,0.650546412,1.904236669,1.004756179,3.334580766,2.434774794,0.028182375,0.349008185,0.7594665,acer_ginnala
117,0.668423105,1.954407946,1.000717584,3.405616122,2.441032551,0.027066752,0.329493498,0.743781253,acer_ginnala
118,0.685422924,1.918960893,1.000000524,3.316241296,2.234287583,0.025377178,0.372199555,0.728145188,acer_ginnala
119,0.810330829,4.149027368,1.000672404,6.575822328,601.2879242,11.48231907,0.000282684,0.585972651,acer_ginnala
120,0.773241904,1.824111535,1.000655149,2.978849418,2.086876404,0.027637123,0.429528846,0.634111156,acer_ginnala
121,0.655643137,1.709749793,1.005238756,2.985093945,1.554875805,0.024401019,0.677371963,0.755070909,acer_ginnala
122,0.734837197,2.045990563,1.002596994,3.424776313,1.710247397,0.020539362,0.422473182,0.678243536,acer_ginnala
123,0.854260215,1.635073263,1.000121899,2.484756074,1.500280999,0.027062082,0.704722338,0.519845636,acer_ginnala
124,0.595802117,1.95974378,1.000000603,3.533673161,2.499055042,0.031777776,0.323256357,0.80313127,acer_ginnala
125,0.703973454,3.983313897,1.004900389,6.779147667,415.4823769,9.692306072,0.000462634,0.710226285,acer_ginnala
126,0.620453887,1.90816906,1.000003507,3.404625215,2.482311878,0.02634834,0.342327854,0.78424293,acer_ginnala
127,0.648175314,1.780572144,1.000000523,3.136460421,2.452169793,0.024815674,0.39648237,0.761491144,acer_ginnala
128,0.422328375,1.932494681,1.000519935,3.682276233,2.281994287,0.025000041,0.367562604,0.906442907,acer_ginnala
129,0.628829564,3.877859071,1.019048365,6.764214674,453.8249967,10.51132028,0.000452899,0.777543168,acer_ginnala
130,0.628121953,1.896664088,1.000870807,3.369552462,2.126217152,0.024223888,0.404133889,0.778114909,acer_ginnala
131,0.701294974,4.039967122,1.000396507,6.917200643,331.2664394,8.261842713,0.000564441,0.712871208,acer_ginnala
132,0.575678343,3.832852934,1.00022236,6.965336926,323.0179284,8.365386846,0.000655039,0.817676248,acer_ginnala
133,0.638803496,1.898785596,1.000000537,3.359652337,2.112887894,0.024144805,0.405190497,0.769369933,acer_ginnala
134,0.35910927,1.963286455,1.003401945,3.782744225,1.879112988,0.020293602,0.433004188,0.933295523,acer_ginnala
135,0.607156237,1.855576185,1.00002465,3.329902415,2.734844298,0.028160484,0.329087655,0.794582471,acer_ginnala
136,0.851893823,1.816796117,1.00016146,2.767831759,2.159302108,0.028673344,0.397512922,0.523714536,acer_ginnala
137,0.677195981,3.909213362,1.000351719,6.783237286,420.3197863,9.263683823,0.00047752,0.735802693,acer_ginnala
138,0.757941183,3.936487405,1.001864421,6.492244003,401.5029746,9.704413461,0.000482343,0.652322898,acer_ginnala
139,0.843008617,1.786618559,1.000000337,2.74763986,1.882932678,0.016297562,0.475265762,0.537900058,acer_griseum
140,0.89574975,1.769105307,1.000000935,2.55557397,1.659094042,0.043850776,0.515311659,0.444558641,acer_griseum
141,0.866025404,1.804737846,1.118134022,2.421093283,4,10.82842708,0.21423424,0.5,acer_griseum
142,0.778285366,1.691145581,1.000000596,2.753032403,1.819005685,0.023277674,0.572045175,0.627910734,acer_griseum
143,0.848929769,1.660692717,1.00000052,2.538376919,2.271354605,0.025822342,0.45356724,0.528505673,acer_griseum
144,0.886435319,1.630690473,1.000253171,2.384855838,2.366203487,0.041315229,0.431753647,0.462852487,acer_griseum
145,0.371390676,1.547502419,1.000026247,2.984244017,1.516947833,0.640223151,0.863174373,0.928476691,acer_griseum
146,0.849888807,1.900511269,1.000000294,2.902007755,1.939048671,0.018036989,0.405305864,0.526962063,acer_griseum
147,0.851433141,1.665550809,1.000000703,2.539069064,2.4910711,0.037863428,0.410174696,0.52446316,acer_griseum
148,0.894513057,1.738798238,1.000216513,2.515569119,1.695072942,0.022033456,0.523225442,0.447041822,acer_griseum
149,0.929691175,1.871277879,1.00000039,2.560543282,1.545495871,0.019784327,0.456568594,0.368339951,acer_griseum
150,0.836174216,1.750895287,1.000000487,2.711196875,1.968485807,0.023344688,0.476083235,0.548463928,acer_griseum
151,0.880311666,1.759640956,1.001280858,2.59108841,1.721446455,0.016129848,0.51423385,0.474395796,acer_griseum
152,0.716187223,1.619116226,1.000264906,2.74838266,3.684182122,0.025383304,0.314820054,0.697908205,acer_griseum
153,0.440958552,1.520725312,1.013827085,2.846262535,1.538618516,0.8244623,0.879890728,0.897527468,acer_griseum
154,0.910505972,1.884610132,1.001614941,2.659593643,2.292684943,0.034192518,0.319215762,0.413495919,acer_griseum
155,0.812356874,1.817612019,1.000000315,2.877570866,1.617407552,0.013949199,0.54689762,0.58316062,acer_griseum
156,0.871315479,1.645541289,1.000215553,2.452518057,2.185378091,0.022113351,0.468692582,0.490723278,acer_griseum
157,0.821151419,3.564153396,1.006044086,5.564619723,422.683209,10.37835388,0.00054111,0.570710388,acer_griseum
158,0.777463695,3.543685446,1.001071489,5.766229358,209.3241622,6.84056715,0.001132549,0.62892782,acer_griseum
159,0.741576315,1.751454305,1.000000559,2.926448222,1.886705503,0.021456416,0.521483727,0.670868518,acer_griseum
160,0.717367223,1.488322079,1.004783803,2.513206314,2.368629339,0.030842261,0.579340443,0.696695248,acer_griseum
161,0.79854233,3.708525501,1.000062984,5.940456207,428.3254107,9.453764813,0.000500119,0.601938658,acer_griseum
162,0.824198496,3.792873862,1.000094296,5.940222038,519.7667962,10.67045872,0.000387741,0.566301015,acer_griseum
163,0.794003651,3.629210333,1.000002862,5.835437736,539.3915967,11.27909493,0.000415698,0.607912989,acer_griseum
164,0.866154524,1.760594566,1.002516752,2.633869191,1.665215292,0.034855118,0.540658726,0.499776291,acer_griseum
165,0.866564807,1.820940848,1.000000485,2.729706567,1.665331191,0.021451843,0.505141912,0.499064561,acer_griseum
166,0.686297177,2.960548307,1.017353483,5.026589138,408.7360057,7.899654958,0.000854639,0.727321239,acer_griseum
167,0.84788351,1.804341775,1.001474761,2.756906551,1.732639731,0.017505596,0.504176624,0.530182566,acer_griseum
168,0.91236516,1.721251004,1.000000719,2.425890433,1.684150989,0.034370151,0.51878742,0.409377349,acer_griseum
169,0.839389805,1.695460628,1.001123619,2.614056975,1.925204521,0.032751136,0.517762623,0.543529903,acer_griseum
170,0.889504383,3.565862783,1.002364542,5.182945186,339.5058172,11.68003152,0.000626303,0.456926638,acer_griseum
171,0.793652326,3.512102122,1.002026634,5.637340432,482.4826866,9.69015109,0.000496329,0.608371585,acer_griseum
172,0.86594756,1.836070882,1.001413563,2.750465879,1.503306229,0.021231804,0.550794761,0.500134806,acer_griseum
173,0.865015912,3.292972915,1.001234909,4.939104385,339.1414214,9.789010108,0.000759841,0.501744429,acer_griseum
174,0.679090328,3.039521462,1.002858966,5.255670743,950.5973616,13.08857752,0.000349129,0.734054716,acer_griseum
175,0.863076597,2.018634017,1.000306426,3.037260965,2.400893238,0.025789506,0.286246809,0.505073051,acer_griseum
176,0.464990555,1.509750426,1.016428312,2.800351052,1.559841843,0.824462295,0.87989074,0.885315641,acer_griseum
177,0.849525282,1.849004055,1.00024358,2.823754468,1.67805558,0.016514987,0.494971048,0.527547909,acer_griseum
178,0.553283335,1.459589427,1.010181086,2.648453258,1.665986256,0.764404968,0.877357419,0.832993128,acer_griseum
179,0.859758279,1.73049656,1.000592169,2.612716035,1.855404734,0.035435449,0.505847054,0.510701186,acer_griseum
180,0.845765829,1.645631423,1.001824289,2.51906959,1.886283424,0.028732108,0.55782484,0.533554273,acer_griseum
181,0.780490849,3.412547565,1.000286496,5.544371948,703.7754937,11.43069936,0.000362742,0.625167205,acer_griseum
182,0.874523265,3.066382464,1.003118255,4.53937264,1113.012134,18.77446302,0.000263949,0.484983565,acer_griseum
183,0.431159358,2.382180633,1.078867095,4.200299161,301.4757092,6.988219192,0.001830544,0.902275794,acer_griseum
184,0.898726343,1.700266606,1.000000816,2.445848403,1.651687687,0.038430557,0.55741848,0.438509931,acer_griseum
185,0.60720303,3.892936398,1.000141804,6.98506571,467.8156763,8.996955393,0.000437089,0.794546714,acer_negundo
186,0.32163376,1.516521866,1.010187697,2.922686611,1.484273537,0.85943215,0.919167626,0.946864153,acer_negundo
187,0.2163737,2.198214151,1.007508199,4.31197877,702.5314245,17.37231989,0.000924829,0.976310617,acer_negundo
188,0.356303968,2.221469893,1.012998661,4.24200456,436.7823455,7.923220184,0.001455069,0.934370099,acer_negundo
189,0.242535625,1.464894726,1.000024262,2.885981337,1.736044474,0.626289189,0.842667439,0.9701425,acer_negundo
190,0.273861279,1.509425482,1.000031602,2.961050848,1.508657573,0.734428303,0.913167926,0.961769203,acer_negundo
191,0.793035165,2.689155769,1.011292129,4.279005461,327.0624988,10.10288445,0.001249288,0.609175859,acer_negundo
192,0.357437489,3.951844637,1.008075197,7.581397544,493.4197804,9.423544093,0.000407011,0.933937065,acer_negundo
193,0.464990555,1.509750437,1.000032877,2.846262535,1.488939941,0.786986741,0.921790287,0.885315641,acer_negundo
194,0.583627905,2.891170947,1.000641571,5.235504169,493.2344649,7.901770977,0.000753407,0.812021224,acer_negundo
195,0.404390607,4.337410264,1.046389068,7.936193951,270.7580013,6.555969858,0.000615208,0.914586375,acer_negundo
196,0.421637021,1.555745989,1.006185666,2.948204925,1.431733738,0.698227887,0.903962468,0.906764701,acer_negundo
197,0.767605513,3.805096881,1.000372056,6.241547256,421.4515948,9.426532399,0.000489937,0.640922598,acer_negundo
198,0.576310359,3.207015622,1.008217868,5.780385491,537.8142443,10.48027653,0.000561927,0.817230916,acer_negundo
199,0.402305495,1.374401556,1.014363181,2.59539558,2.554555621,0.558506716,0.649443165,0.915505483,acer_negundo
200,0.052413712,1.095434051,1.000000898,2.189360415,561.7835595,5.535533862,0.004657876,0.998625457,acer_negundo
201,0.643510594,1.966009114,1.084566597,3.200232836,1.470723863,0.02117179,0.542615837,0.765437205,acer_negundo
202,0.852445495,3.899567615,1.001492131,5.929476802,302.6529772,6.914296125,0.00061527,0.522816103,acer_negundo
203,0.600976341,3.75994656,1.011817215,6.686135562,388.41912,8.712601316,0.000564711,0.799266812,acer_negundo
204,0.878806501,1.667790348,1.000000935,2.463621413,1.713114812,0.040654807,0.576414777,0.477178304,acer_negundo
205,0.312347524,1.480494063,1.047676625,2.755541015,1.557947368,0.739411249,0.918919619,0.949967907,acer_negundo
206,0.480384461,1.870149829,1.056156878,3.323729463,9.121403401,7.159797907,0.098004971,0.877058019,acer_negundo
207,0.247040591,3.938756335,1.052766654,7.366714558,403.5415131,9.979712692,0.000501436,0.969005132,acer_negundo
208,0.800861605,3.118608772,1.050468107,4.746632432,15.78784971,10.91666003,0.019162289,0.598849472,acer_negundo
209,0.682837096,1.414297227,1.010844554,2.421283558,2.381246159,0.031217315,0.643261444,0.730570668,acer_negundo
210,0.584654485,1.911690285,1.000000431,3.462609475,2.142887356,0.01852578,0.396602046,0.8112824,acer_negundo
211,0.480384461,1.513430774,1.01984548,2.785517441,1.5202339,0.965685415,0.897898065,0.877058019,acer_negundo
212,0.419617577,2.054665524,1.013382156,3.867926263,1.782472281,0.021089103,0.416300359,0.907700991,acer_negundo
213,0.400126194,1.279595468,1.015485613,2.414897433,3.101525349,0.03246098,0.617138889,0.916460053,acer_negundo
214,0.364313834,1.423754669,1.031352752,2.66607478,2.53673452,0.034515305,0.609865443,0.931276237,acer_negundo
215,0.100601858,5.694207224,1.069903253,10.61733981,275.5257584,7.377825957,0.000351478,0.994926764,acer_palmatum
216,0.252929036,6.642215316,1.083070732,12.06611675,266.1702152,7.995365437,0.000267316,0.967484833,acer_palmatum
217,0.448565921,6.666902336,1.026391216,12.30081126,238.066681,7.18488912,0.000295811,0.893749749,acer_palmatum
218,0.216214634,2.968129798,1.048278141,5.595891778,2.652528722,0.040499349,0.134351203,0.976345857,acer_palmatum
219,0.294834951,6.454064098,1.074847313,11.74235005,266.3887586,7.746715147,0.000282828,0.955548194,acer_palmatum
220,0.618954707,1.893537989,1.006411129,3.359236747,520.6713276,16.02632853,0.001657676,0.785426681,acer_palmatum
221,0.553243112,2.268677129,1.054520957,3.943525417,351.6915474,7.423098305,0.001720297,0.833019843,acer_palmatum
222,0.380804105,2.966687088,1.04394607,5.46948879,2.6916464,0.035669073,0.132343343,0.924655738,acer_palmatum
223,0.69249435,4.480532019,1.00565171,7.669546153,343.3580093,8.392333707,0.000443607,0.721423299,acer_palmatum
224,0.745752333,4.400452472,1.013798183,7.232343148,366.0323069,7.877290536,0.000425235,0.666223279,acer_palmatum
225,0.213193633,2.31624129,1.038393609,4.409919395,144.1472842,5.507396032,0.004059727,0.977009967,acer_palmatum
226,0.61470677,3.616040294,1.015498359,6.369496026,161.608352,5.112202105,0.00146521,0.788755721,acer_palmatum
227,0.463054587,2.955598878,1.039287168,5.364478946,653.6236787,8.417675691,0.000547937,0.886329764,acer_palmatum
228,0.426021991,3.760257409,1.015603873,7.052169293,328.0028771,6.892307606,0.000675349,0.904712807,acer_palmatum
229,0.865251208,3.676382141,1.000206107,5.518356878,247.4828248,6.13931359,0.000835174,0.501338555,acer_palmatum
230,0.549442256,1.50732077,1.000027443,2.766659117,1.58154213,0.719361969,0.866835442,0.835531692,acer_palmatum
231,0.655531472,3.925609212,1.001171279,6.882042308,422.4209056,8.343137545,0.000472973,0.755167855,acer_palmatum
232,0.54736724,1.315145744,1.005832137,2.401773917,2.775243612,0.499715121,0.648997398,0.836892529,acer_palmatum
233,0.324634663,3.701509206,1.239957378,5.8087019,243.1818105,8.548919645,0.000941682,0.945839487,acer_palmatum
234,0.358641116,3.703575352,1.10882457,6.457984861,409.5784647,9.153871427,0.000558259,0.933475522,acer_palmatum
235,0.879407158,2.068709854,1.006003959,3.035337393,351.3724859,8.193944226,0.001825071,0.476070425,acer_palmatum
236,0.658805432,3.646423522,1.003418713,6.367906636,189.7681973,6.245816873,0.001219571,0.752313367,acer_palmatum
237,0.212259142,5.322231607,1.02943837,10.22226103,258.2747582,7.666178346,0.000429143,0.977213414,acer_palmatum
238,0.075619498,3.365079889,1.21234482,5.543410251,285.2868131,6.757303915,0.000971978,0.997136747,acer_palmatum
239,0.289200642,4.73786034,1.069707103,8.668975644,288.143741,7.305492565,0.000485231,0.957268504,acer_palmatum
240,0.676688395,2.050382769,1.006636543,3.536546675,2.505070987,0.047009673,0.291274359,0.736269527,acer_palmatum
241,0.381630976,1.572483682,1.175540888,2.574094707,76.76214108,8.510032222,0.016517257,0.924314772,acer_palmatum
242,0.059332141,5.331364605,1.098771362,9.695681283,193.9542439,6.90871384,0.000569578,0.998238297,acer_palmatum
