sl,aspect,ecen,foam,narrow,pa,pd,plb,rec,target
125,0.405422013,0.858094609,0.458996337,1.000852837,0.014187302,2.677536603,1.770621041,1.593261897,12
126,0.355025613,0.914129636,0.445071178,1.000000253,0.016937091,2.47140978,1.758482778,1.81634358,12
127,0.422185244,0.934856574,0.51364922,1.000526985,0.015564926,2.554033342,1.885853121,1.53429587,12
128,0.429578117,0.906509581,0.571639745,1.00565862,0.021014104,2.419221097,1.71068471,1.744109599,12
129,0.421311457,0.903029701,0.46039894,1.000257315,0.012465648,2.430628642,1.700679417,1.596793216,12
130,0.433103548,0.906916014,0.451467952,1.004091785,0.015075449,2.761854223,1.95112417,1.494549358,12
131,0.345590533,0.901344172,0.434670994,1.000345421,0.017661664,2.697030833,1.88260119,1.655322634,12
132,1,0.938385413,0.785000027,1.000000244,2.828427076,2.543436488,1.890201399,1.543649903,12
133,0.463702683,0,0.526918721,1.000100017,0.014592326,2.828144215,1.414213538,2,12
134,0.686305977,0.88599087,0.821752875,1.003355442,0.012292925,2.658910579,1.822660047,1.55298955,12
135,0.657562689,0.727312935,0.798293833,1.001271141,0.012850852,2.697202252,1.60150697,1.438254571,13
136,0.647621899,0.753399834,0.783750134,1.00000048,0.012582516,2.644114814,1.595183157,1.479799895,13
137,0.666922929,0.76196186,0.804384446,1.00000045,0.019862599,2.6423241,1.603720665,1.486486518,13
138,0.737702334,0.745126705,0.818913925,1.003823198,0.010185938,2.709201218,1.631484565,1.408006448,13
139,0.765269519,0.675126111,0.82141029,1.000002054,0.01065431,2.814463989,1.619650105,1.428365543,13
140,0.733182339,0.643709999,0.83989117,1.000000439,0.014985367,2.855370038,1.617527103,1.435220861,13
141,0.671128421,0.6800321,0.786968499,1.000000585,0.010681096,2.786745984,1.607879074,1.411833048,13
142,0.667029417,0.741341111,0.806337541,1.000000361,0.011595645,2.695736448,1.613124034,1.473949984,13
143,0.691586335,0.74503138,0.802347498,1.000000442,0.013853016,2.642742951,1.58530143,1.487673123,13
144,0.726191486,0.722293805,0.809103687,1.000000534,0.010449925,2.711417553,1.602885377,1.472584653,13
145,0.716178767,0.687492491,0.799450348,1.000084947,0.008412528,2.760910672,1.599559044,1.478625256,13
146,0.740696044,0.697916882,0.814435286,1.00099434,0.011338168,2.804943522,1.636037367,1.427276445,13
147,0.44507431,0.671840287,0.564302549,1.000402804,0.012870174,2.820719088,1.621107427,1.43451009,13
148,0.412236526,0.89549364,0.566556784,1.001256659,0.012766027,2.525559486,1.749898421,1.549187968,14
149,0.407207033,0.911076861,0.568707536,1.000060414,0.012483916,2.459088375,1.741377521,1.511095517,14
150,0.418245024,0.913335882,0.56632178,1.000262105,0.01209721,2.544690724,1.808801152,1.388092093,14
151,0.505180192,0.908334244,0.680945066,1.000070595,0.015962724,2.525070262,1.7805446,1.454617833,14
152,0.417212369,0.86301389,0.516038087,1.000000445,0.013526533,2.58863734,1.719819665,1.39053225,14
153,0.371285957,0.908809023,0.584727438,1.000011696,0.015212672,2.48528437,1.753663384,1.644003438,14
154,0.332252884,0.928518572,0.434419331,1.000000267,0.018759928,2.435611043,1.776151561,1.344400264,14
155,0.443087103,0.943190342,0.583377594,1.000249962,0.01411319,2.410658595,1.809912515,1.652192903,14
156,0.464385423,0.896478566,0.640171121,1.000532232,0.011179682,2.582271342,1.790360197,1.42910153,14
157,0.477954623,0.885633208,0.620284639,1.001142252,0.011485205,2.540497453,1.73683738,1.408455179,14
158,0.429488721,0.878384528,0.593328593,1.001802866,0.013529094,2.600947793,1.763001998,1.425467993,14
159,0.985951605,0.903072222,0.309766111,1.000164534,0.019732097,2.440570715,1.707584143,1.52588018,14
160,0.921102324,0.167031231,0.346896336,1.037103877,0.013620756,4.327670903,2.2599968,1.984533177,15
161,0.945993651,0.389320574,0.311830285,1.094924245,0.014495119,4.008793121,2.284794894,1.731021135,15
162,1,0.324185151,0.785000027,1.116972706,2.828427076,4.277885823,2.455445679,1.668845262,15
163,0.820104149,0,0.387378646,1.000100017,0.019360661,2.828144215,1.414213538,2,15
164,0.977743328,0.572214283,0.265479122,1.020829597,0.018406681,3.811681963,2.137832478,1.756237113,15
165,0.925327823,0.209804636,0.000181252,1.087896536,11.99029976,4.264651896,2.345855481,2.149026473,15
166,0.902027708,0.379168062,0.29370992,1.119560496,0.016808538,8.543165873,4.96777271,700.9223879,15
167,0.985408909,0.431678138,0.269271791,1.051265849,0.015589308,4.340807673,2.399198941,1.852357044,15
168,0.938122562,0.170203651,0.00016145,1.028828815,13.28931841,4.395801576,2.277882055,2.247257641,15
169,0.37126924,0.346303421,0.515839965,1.009674484,0.017483598,8.540034885,4.448973188,981.5871324,15
170,0.433468805,0.928525256,0.570747062,1.001386607,0.017196606,2.409911213,1.759867969,1.552236819,22
171,0.451675327,0.901168572,0.559527918,1.001199265,0.018404699,2.530677666,1.76753942,1.485898328,22
172,0.443880905,0.89218238,0.521818467,1.004429602,0.017269489,2.391928044,1.655000459,1.756543937,22
173,0.70551031,0.89608579,0.36003545,1.002812554,0.021023046,2.486316144,1.726810733,1.718638092,22
174,0.434738925,0.708699656,5.66E-05,1.002318738,76.42319756,2.454494206,1.442492327,4.066417985,22
175,0.562430265,0.900556532,6.94E-05,1.000941876,111.7266001,4.82945449,3.369256352,4129.035906,22
176,0.416019265,0.826844723,0.551759021,1.009584879,0.02065651,4.346616711,2.808623595,5286.417823,22
177,0.519426855,0.9093558,0.646305142,1.001174511,0.019494143,2.435178326,1.721755156,1.593208193,22
178,0.490399063,0.854514917,0.595693182,1.006219543,0.021826307,2.504110957,1.65831305,1.589951199,22
179,0.266650518,0.871497997,0.336227905,1.009295604,0.033125621,2.572533915,1.742115408,1.533760893,22
180,0.44071908,0.963793288,0.476168779,1.000000459,0.029062192,2.27770698,1.798213471,1.920004354,22
181,0.818442519,0.897645082,0.647613064,1.002066207,0.029494635,2.356392006,1.638946019,2.084983684,22
182,0.849094408,0.574588413,0.000668827,1.013370921,13.43758452,3.378836083,1.882937843,1.353914061,23
183,0.916839726,0.528241126,0.000787991,1.003219664,10.02812022,6.745264657,3.659619603,348.2103508,23
184,0.955947748,0.399255452,0.474402298,1.009894617,0.024901633,8.005675671,4.217822,223.5700658,23
185,0.5,0.293536885,0.808108259,1.00653751,1.609475692,3.964733511,2.040265647,1.589238503,23
186,0.854456046,0.866025404,0.486301052,1.000049949,0.027951846,2.414092957,1.609475692,1.333333333,23
187,0.895500054,0.519523692,0.583739023,1.018845728,0.023378197,3.810120559,2.093295802,1.464467924,23
188,0.917344658,0.445061404,0.00086346,1.006234044,10.96430052,3.573636692,1.89707982,1.490107905,23
189,0.981455632,0.398093932,0.557077154,1.004361646,0.026888573,6.914290102,3.621908957,276.6969254,23
190,0.831881477,0.191689441,0.4551328,1.019274167,0.029631495,3.639833974,1.872355193,1.60768063,23
191,0.80965789,0.554953339,0.581030064,1.006089339,0.035682252,3.90690569,2.145715328,1.485846718,23
192,0.71607793,0.586902123,0.703061014,1.000123999,0.012014034,3.502254394,1.935552951,1.426558258,23
193,0.768716386,0.698020342,0.794385694,1.000596937,0.018717129,2.817716858,1.642931715,1.609325427,24
194,0.834698336,0.639589804,0.833234798,1.000712071,0.016941702,2.825837024,1.598814397,1.519888975,24
195,0.703219209,0.550707444,0.780389336,1.000962302,0.014959561,2.930771099,1.598950262,1.462017413,24
196,0.685601481,0.710973097,0.000548696,1.000000519,10.69827551,2.756861783,1.618619142,1.489150534,24
197,0.739670635,0.727977066,0.720760663,1.000484445,0.010838433,5.48815078,3.257477849,520.5429245,24
198,0.84615207,0.672969057,0.802617885,1.011915031,0.017595574,2.931492215,1.705162446,1.464776476,24
199,0.678350567,0.532941529,0.766510704,1.001787694,0.028593359,2.949817137,1.600675564,1.516308796,24
200,0.916495207,0.734738394,0.816956932,1.000696052,0.013203244,2.669476023,1.591642515,1.557647514,24
201,0.765175242,0.400045668,0.771875034,1.004407879,0.012114336,3.026765295,1.586284641,1.524554526,24
202,0.822543934,0.643822064,0.825813751,1.000084815,0.011111803,2.907128484,1.647074457,1.472995552,24
203,0.870808193,0.56870157,0.795938506,1.002700865,0.014927157,2.927331376,1.610516842,1.452045012,24
204,0.694438378,0.491622915,0.764285276,1.000264836,0.020839289,3.036957941,1.62377001,1.489104144,24
205,0.979580354,0.71955218,0.609943364,1.000000726,0.011544317,2.70367855,1.595620442,1.561194882,24
206,0.891964083,0.201053053,0.684946208,1.15662353,0.012465903,2.875027448,1.67981279,1.824198769,25
207,0.799562775,0.452106265,0.604458636,1.053416098,0.012735692,2.883644776,1.605568443,1.772544381,25
208,0.819824517,0.600582524,0.000448499,1.000000293,8.254549234,2.782594756,1.54626202,2.145731813,25
209,0.772122935,0.572614846,0.655813457,1.025381015,0.011455669,5.502823077,3.100568356,721.1204375,25
210,0.66999764,0.635473189,0.654523988,1.033258823,0.011367677,2.875295211,1.676477454,1.675377356,25
211,0.702914007,0.742363228,0.625076727,1.005373027,0.011722201,2.791541136,1.680565346,1.632280611,25
212,0.72104508,0.71127484,0.658739301,1.016722388,0.011716604,2.777980239,1.658589153,1.770497958,25
213,0.925752788,0.692888153,0.708420567,1.076859815,0.009716816,2.776696865,1.737382308,1.53767021,25
214,0.685095702,0.37812931,0.799936889,1.0673616,0.016268042,2.71449312,1.504526302,1.955207558,25
215,0.552462743,0.728453073,0.682707915,1.003808889,0.020132701,2.710861214,1.614855809,1.452675178,26
216,0.819813197,0.833537592,0.818785162,1.001065183,0.015229511,2.593007831,1.672033594,1.508430574,26
217,0.96467709,0.572631052,0.849857929,1.006270811,0.013719242,2.923188815,1.616385453,1.453419872,26
218,0.859377163,0.263435214,0.822040331,1.004963593,0.014651736,3.192844557,1.633190795,1.384742636,26
219,0.796734424,0.511342245,0.824707822,1.003985903,0.013532836,3.109680847,1.679097601,1.347080208,26
220,0.966316068,0.604329594,0.823350761,1.00015321,0.011881462,2.933891622,1.633152392,1.40923009,26
221,0.869763146,0.257358227,0.856676346,1.019701938,0.017068044,3.218436496,1.669032758,1.368634779,26
222,0.470154861,0.493469422,0.613643185,1.030465197,0.016152833,3.041815878,1.676407733,1.297900393,26
223,0.818564338,0.882583938,0.836065498,1.002816085,0.013596493,2.536001408,1.72984702,1.487897764,26
224,0.918489131,0.574414854,0.842443587,1.02758157,0.013808661,2.904531633,1.64120846,1.380439326,26
225,0.577584645,0.395446223,0.705196533,1.007005512,0.020311108,3.144963502,1.650775878,1.365299458,26
226,0.798065855,0.816330802,0.000236121,1.008631479,27.8664821,2.626116558,1.679012177,1.46622992,26
227,0.915941445,0.602570238,0.853766271,1.002102216,0.013940469,5.984001226,3.335017388,1180.554936,27
228,0.617697886,0.401311935,0.789326721,1.045214619,0.014793039,2.926587162,1.596558024,1.440072905,27
229,0.729144818,0.786415489,0.839098157,1.008826137,0.014413916,2.645488849,1.649775473,1.379953422,27
230,0.620928439,0.684359434,0.81247246,1.01073513,0.014869009,2.744965572,1.604511725,1.417888698,27
231,0.60176242,0.783867255,0.785800137,1.000189016,0.014767065,2.728082561,1.683355135,1.289268469,27
232,0.653237371,0.798675147,0.737541218,1.008781719,0.011259985,2.648105481,1.667763188,1.347837808,27
233,0.814022972,0.757153179,0.822091705,1.000707115,0.013431278,2.632718894,1.593588782,1.602696948,27
234,0.772375748,0.580832679,0.79689592,1.030262965,0.011182213,2.739058567,1.555631127,1.561734558,27
235,0.725027419,0.635165887,0.788880761,1.002413106,0.012170973,2.767633632,1.565307035,1.581634004,27
236,0.787537408,0.688720002,0.84100983,1.01432971,0.019009331,2.733684008,1.60742773,1.50133562,27
237,0.356507065,0.616266851,0.457346193,1.025738118,0.016091346,2.868545827,1.646050474,1.358511079,27
238,0.654216517,0.934292627,0.511218509,1.000126977,0.015269355,2.263775948,1.669039149,1.910009575,28
239,0.375281119,0.756307311,0.558830394,1.001101547,0.012083061,2.357900596,1.426958267,2.884677883,28
240,0.468778653,0.926911043,0.656888545,1.00000025,0.01305107,2.33597617,1.698544916,1.545714578,28
241,0.416993113,0.883315671,0.603810309,1.00038703,0.012415441,2.451691773,1.669850421,1.49004002,28
242,0.448291376,0.908909646,0.579274294,1.001887938,0.011030887,2.343021264,1.656638075,1.574081599,28
243,0.392849975,0.893887489,0.596093901,1.001835447,0.011147325,2.342627875,1.620480301,1.764681633,28
244,0.444826292,0.919602576,0.556157691,1.0002003,0.013653387,2.326710976,1.670802355,1.528420493,28
245,0.503998791,0.895616866,0.654320776,1.000345116,0.009590319,2.328117239,1.611903605,1.852135413,28
246,0.348097409,0.863704358,0.521671501,1.002124855,0.016207359,2.394743285,1.595634107,1.679835782,28
247,0.467761816,0.937458369,0.695332755,1.000000328,0.010057836,2.302056082,1.707633901,1.581471006,28
248,0.31951848,0.88385456,0.481117735,1.000191574,0.01539525,2.459271546,1.675845938,1.396504583,28
249,0.601319282,0.947580045,0.690762092,1.000000256,0.035313187,2.272546225,1.722254626,1.61513408,28
250,0.552921323,0.799008836,0.666585844,1.013880793,0.02901627,2.535966341,1.605655783,1.653885776,29
251,0.506564616,0.833233467,0.675650506,1.002491725,0.036778414,2.506992334,1.618394333,1.649412521,29
252,0.614431733,0.862202,0.745190836,1.000013526,0.026024306,2.519146102,1.672135498,1.483829237,29
253,0.530287176,0.78896999,0.694951405,1.000000819,0.032777723,2.653514908,1.643622971,1.470794495,29
254,0.529729532,0.847818088,0.69464627,1.002354012,0.029896872,2.545739985,1.667486161,1.471892095,29
255,0.484990763,0.848166624,0.645061227,1.000000834,0.029269717,2.499168675,1.633733745,1.533515801,29
256,0.576650269,0.874519273,0.00028779,1.000473941,42.20595127,2.498540774,1.683326925,1.511254906,29
257,0.545244278,0.816991106,0.000289019,1.023948251,32.5566463,4.697487053,3.050761318,1087.774237,29
258,0.539278937,0.838277208,3.83E-05,1.001061331,286.4213538,5.118806405,3.316135336,902.3925789,29
259,0.530301572,0.842127204,0.629499451,1.001487351,0.032897568,5.182609046,3.371914785,6568.956728,29
260,0.497445412,0.847809084,0.64496101,1.002321932,0.030056539,2.585661756,1.6935652,1.575285614,29
261,0.833283784,0.867495281,0.418034766,1.003656038,0.013348668,2.521616825,1.690102311,1.512424201,29
262,0.821095001,0.552845489,0.523453419,1.017088959,0.009799266,3.967310149,2.201027131,1.537658814,30
263,0.934604334,0.570791555,0.538439989,1.009793535,0.010057933,3.643353154,2.020232036,1.455584073,30
264,0.81101942,0.355689104,0.558365703,1.048724241,0.014466839,3.735553719,2.024995845,1.420520605,30
265,0.888820599,0.58501923,0.486076329,1.046647726,0.012253719,3.429854366,1.982225718,1.415629912,30
266,0.833244987,0.458255324,0.530871689,1.034420293,0.014251004,3.775341516,2.067581155,1.50588819,30
267,0.974847876,0.552903963,0.483445589,1.006840922,0.015274162,3.587104301,1.970082246,1.511343062,30
268,0.84678756,0.222871307,0.596377161,1.053091058,0.015657688,3.916480208,2.08846987,1.488864463,30
